************** Maiores sequências **************
3 números seguidos: 152 jogos (11,93%)
4 números seguidos: 388 jogos (30,46%)
7 números seguidos: 89 jogos (6,99%)
6 números seguidos: 209 jogos (16,41%)
5 números seguidos: 367 jogos (28,81%)
9 números seguidos: 12 jogos (0,94%)
8 números seguidos: 35 jogos (2,75%)
10 números seguidos: 12 jogos (0,94%)
2 números seguidos: 6 jogos (0,47%)
11 números seguidos: 2 jogos (0,16%)
14 números seguidos: 1 jogos (0,08%)
12 números seguidos: 1 jogos (0,08%)



************** Estilo sequências **************
2B 2B 3B 2B 1B 1B 1B 3B: 1 jogos (0,08%)
1B 4B 1B 3B 2B 2B 2B: 2 jogos (0,16%)
1B 1B 7B 1B 2B 1B 2B: 1 jogos (0,08%)
2B 2B 1B 1B 2B 4B 3B: 1 jogos (0,08%)
2B 1B 2B 3B 2B 2B 3B: 1 jogos (0,08%)
2B 4B 1B 1B 3B 1B 1B 1B 1B: 1 jogos (0,08%)
1B 1B 2B 1B 1B 3B 2B 3B 1B: 1 jogos (0,08%)
1B 2B 3B 1B 6B 1B 1B: 1 jogos (0,08%)
3B 3B 1B 3B 3B 2B: 1 jogos (0,08%)
5B 5B 1B 2B 2B: 1 jogos (0,08%)
1B 7B 1B 2B 4B: 1 jogos (0,08%)
2B 2B 6B 1B 2B 2B: 1 jogos (0,08%)
1B 7B 5B 1B 1B: 1 jogos (0,08%)
2B 3B 1B 3B 4B 1B 1B: 2 jogos (0,16%)
2B 1B 1B 1B 1B 1B 2B 2B 1B 3B: 1 jogos (0,08%)
1B 4B 1B 2B 1B 1B 1B 1B 3B: 1 jogos (0,08%)
3B 3B 1B 2B 6B: 1 jogos (0,08%)
1B 3B 2B 2B 4B 3B: 1 jogos (0,08%)
1B 4B 2B 5B 1B 2B: 1 jogos (0,08%)
2B 5B 1B 5B 2B: 1 jogos (0,08%)
2B 2B 1B 1B 1B 1B 3B 4B: 1 jogos (0,08%)
7B 2B 4B 1B 1B: 1 jogos (0,08%)
1B 4B 1B 3B 1B 5B: 1 jogos (0,08%)
3B 1B 1B 2B 1B 1B 3B 3B: 1 jogos (0,08%)
7B 1B 2B 1B 1B 3B: 1 jogos (0,08%)
1B 5B 2B 2B 5B: 1 jogos (0,08%)
1B 1B 1B 6B 1B 3B 2B: 1 jogos (0,08%)
1B 1B 1B 6B 6B: 1 jogos (0,08%)
1B 3B 2B 2B 2B 4B 1B: 1 jogos (0,08%)
4B 3B 1B 1B 1B 5B: 1 jogos (0,08%)
4B 1B 3B 1B 4B 2B: 1 jogos (0,08%)
2B 1B 2B 3B 4B 1B 2B: 1 jogos (0,08%)
2B 1B 2B 3B 1B 1B 3B 2B: 1 jogos (0,08%)
2B 1B 5B 2B 4B 1B: 1 jogos (0,08%)
1B 3B 4B 2B 1B 3B 1B: 2 jogos (0,16%)
1B 2B 2B 2B 1B 1B 6B: 1 jogos (0,08%)
1B 3B 4B 1B 1B 5B: 1 jogos (0,08%)
3B 5B 4B 1B 2B: 1 jogos (0,08%)
1B 3B 1B 3B 3B 4B: 1 jogos (0,08%)
2B 1B 2B 1B 3B 2B 3B 1B: 1 jogos (0,08%)
3B 1B 2B 7B 1B 1B: 1 jogos (0,08%)
1B 4B 1B 2B 2B 1B 2B 2B: 1 jogos (0,08%)
1B 1B 5B 1B 4B 3B: 1 jogos (0,08%)
4B 5B 2B 1B 3B: 2 jogos (0,16%)
3B 1B 1B 1B 1B 4B 1B 3B: 1 jogos (0,08%)
2B 3B 1B 2B 1B 2B 1B 3B: 1 jogos (0,08%)
6B 1B 2B 1B 1B 1B 1B 1B 1B: 1 jogos (0,08%)
1B 3B 1B 1B 9B: 1 jogos (0,08%)
1B 3B 1B 1B 1B 2B 6B: 1 jogos (0,08%)
3B 2B 5B 3B 1B 1B: 1 jogos (0,08%)
1B 1B 4B 1B 2B 2B 4B: 1 jogos (0,08%)
2B 1B 2B 3B 2B 5B: 1 jogos (0,08%)
3B 2B 1B 2B 1B 4B 2B: 1 jogos (0,08%)
1B 6B 1B 1B 1B 1B 3B 1B: 1 jogos (0,08%)
8B 2B 2B 2B 1B: 1 jogos (0,08%)
2B 1B 1B 6B 2B 3B: 3 jogos (0,24%)
4B 3B 2B 1B 4B 1B: 2 jogos (0,16%)
4B 10B 1B: 1 jogos (0,08%)
1B 1B 4B 2B 3B 2B 1B 1B: 1 jogos (0,08%)
5B 1B 1B 4B 4B: 1 jogos (0,08%)
1B 2B 1B 6B 2B 2B 1B: 1 jogos (0,08%)
1B 1B 3B 1B 6B 1B 2B: 1 jogos (0,08%)
1B 6B 2B 4B 2B: 1 jogos (0,08%)
3B 5B 2B 2B 1B 1B 1B: 1 jogos (0,08%)
2B 1B 1B 1B 9B 1B: 1 jogos (0,08%)
2B 1B 1B 2B 4B 5B: 1 jogos (0,08%)
1B 7B 2B 5B: 2 jogos (0,16%)
3B 6B 1B 2B 2B 1B: 3 jogos (0,24%)
1B 1B 5B 1B 5B 2B: 1 jogos (0,08%)
3B 2B 2B 1B 3B 2B 2B: 1 jogos (0,08%)
1B 1B 2B 2B 1B 4B 1B 3B: 1 jogos (0,08%)
2B 1B 2B 3B 4B 3B: 1 jogos (0,08%)
2B 1B 1B 2B 7B 1B 1B: 1 jogos (0,08%)
6B 1B 1B 1B 2B 1B 2B 1B: 1 jogos (0,08%)
1B 6B 2B 1B 3B 1B 1B: 1 jogos (0,08%)
1B 1B 1B 3B 2B 3B 1B 1B 1B 1B: 1 jogos (0,08%)
3B 1B 2B 1B 1B 2B 3B 2B: 1 jogos (0,08%)
3B 4B 2B 4B 1B 1B: 1 jogos (0,08%)
3B 1B 1B 1B 2B 2B 1B 4B: 1 jogos (0,08%)
5B 1B 2B 2B 2B 1B 1B 1B: 1 jogos (0,08%)
7B 2B 1B 3B 1B 1B: 1 jogos (0,08%)
1B 3B 2B 2B 1B 4B 2B: 1 jogos (0,08%)
3B 2B 1B 5B 1B 3B: 1 jogos (0,08%)
2B 1B 1B 1B 1B 3B 2B 4B: 1 jogos (0,08%)
2B 1B 3B 1B 4B 1B 3B: 1 jogos (0,08%)
1B 3B 2B 3B 3B 3B: 1 jogos (0,08%)
3B 1B 4B 1B 1B 1B 1B 1B 2B: 1 jogos (0,08%)
2B 2B 5B 1B 3B 2B: 1 jogos (0,08%)
1B 1B 3B 3B 7B: 1 jogos (0,08%)
3B 1B 3B 1B 1B 6B: 1 jogos (0,08%)
1B 1B 9B 1B 2B 1B: 1 jogos (0,08%)
2B 1B 1B 1B 4B 3B 2B 1B: 1 jogos (0,08%)
1B 4B 2B 1B 5B 2B: 1 jogos (0,08%)
1B 1B 2B 3B 4B 4B: 1 jogos (0,08%)
5B 3B 2B 4B 1B: 2 jogos (0,16%)
2B 1B 2B 1B 1B 4B 4B: 2 jogos (0,16%)
2B 1B 1B 4B 1B 2B 4B: 1 jogos (0,08%)
2B 2B 1B 2B 1B 2B 1B 4B: 1 jogos (0,08%)
4B 1B 2B 2B 2B 2B 2B: 1 jogos (0,08%)
1B 2B 7B 2B 2B 1B: 2 jogos (0,16%)
1B 1B 2B 2B 2B 2B 3B 2B: 1 jogos (0,08%)
4B 1B 4B 2B 3B 1B: 1 jogos (0,08%)
5B 2B 2B 3B 2B 1B: 1 jogos (0,08%)
3B 2B 4B 2B 2B 2B: 2 jogos (0,16%)
1B 8B 1B 1B 1B 2B 1B: 1 jogos (0,08%)
6B 1B 4B 1B 2B 1B: 1 jogos (0,08%)
1B 2B 4B 2B 1B 2B 1B 2B: 2 jogos (0,16%)
2B 1B 3B 2B 3B 1B 2B 1B: 1 jogos (0,08%)
1B 1B 1B 1B 1B 3B 1B 1B 2B 3B: 1 jogos (0,08%)
1B 4B 3B 1B 5B 1B: 2 jogos (0,16%)
1B 2B 4B 1B 3B 2B 2B: 1 jogos (0,08%)
4B 1B 2B 2B 5B 1B: 1 jogos (0,08%)
2B 3B 1B 4B 3B 2B: 1 jogos (0,08%)
3B 6B 1B 3B 2B: 1 jogos (0,08%)
1B 4B 1B 3B 3B 2B 1B: 1 jogos (0,08%)
2B 6B 1B 4B 1B 1B: 1 jogos (0,08%)
3B 7B 2B 1B 1B 1B: 1 jogos (0,08%)
1B 3B 1B 4B 2B 4B: 1 jogos (0,08%)
1B 1B 1B 4B 1B 2B 5B: 2 jogos (0,16%)
1B 1B 1B 2B 3B 2B 4B 1B: 1 jogos (0,08%)
2B 2B 1B 4B 3B 3B: 1 jogos (0,08%)
2B 2B 3B 1B 1B 2B 1B 2B 1B: 1 jogos (0,08%)
4B 3B 8B: 1 jogos (0,08%)
3B 2B 1B 3B 4B 2B: 1 jogos (0,08%)
4B 3B 2B 1B 1B 2B 2B: 1 jogos (0,08%)
5B 1B 4B 2B 2B 1B: 1 jogos (0,08%)
3B 1B 1B 5B 3B 1B 1B: 1 jogos (0,08%)
1B 3B 1B 1B 1B 1B 6B 1B: 1 jogos (0,08%)
5B 2B 2B 1B 1B 1B 3B: 1 jogos (0,08%)
1B 5B 3B 1B 2B 2B 1B: 1 jogos (0,08%)
1B 3B 1B 3B 4B 2B 1B: 1 jogos (0,08%)
1B 3B 2B 1B 1B 1B 6B: 1 jogos (0,08%)
1B 1B 1B 2B 5B 2B 1B 1B 1B: 1 jogos (0,08%)
2B 1B 2B 1B 3B 5B 1B: 1 jogos (0,08%)
3B 2B 1B 4B 1B 4B: 1 jogos (0,08%)
1B 1B 6B 6B 1B: 1 jogos (0,08%)
4B 2B 1B 1B 3B 2B 2B: 1 jogos (0,08%)
2B 1B 1B 1B 6B 4B: 1 jogos (0,08%)
3B 1B 2B 2B 1B 3B 1B 2B: 1 jogos (0,08%)
1B 1B 4B 2B 5B 2B: 1 jogos (0,08%)
2B 4B 1B 5B 3B: 1 jogos (0,08%)
2B 2B 1B 1B 3B 1B 5B: 1 jogos (0,08%)
2B 1B 1B 1B 2B 1B 1B 4B 2B: 1 jogos (0,08%)
3B 3B 3B 2B 1B 1B 2B: 1 jogos (0,08%)
2B 1B 1B 5B 2B 4B: 2 jogos (0,16%)
2B 3B 4B 1B 1B 3B 1B: 1 jogos (0,08%)
2B 2B 2B 2B 2B 3B 2B: 1 jogos (0,08%)
1B 1B 1B 2B 1B 6B 3B: 1 jogos (0,08%)
1B 1B 5B 1B 1B 1B 5B: 1 jogos (0,08%)
3B 1B 6B 1B 1B 1B 2B: 1 jogos (0,08%)
6B 1B 1B 1B 2B 4B: 1 jogos (0,08%)
2B 2B 1B 3B 2B 2B 3B: 1 jogos (0,08%)
3B 2B 3B 4B 1B 2B: 1 jogos (0,08%)
1B 2B 1B 2B 3B 5B 1B: 1 jogos (0,08%)
1B 2B 8B 2B 2B: 1 jogos (0,08%)
2B 1B 2B 2B 1B 1B 1B 2B 1B 2B: 1 jogos (0,08%)
1B 6B 6B 2B: 1 jogos (0,08%)
6B 1B 2B 2B 1B 1B 2B: 1 jogos (0,08%)
1B 2B 4B 4B 3B 1B: 1 jogos (0,08%)
1B 1B 1B 1B 1B 4B 6B: 2 jogos (0,16%)
6B 1B 3B 1B 1B 1B 2B: 1 jogos (0,08%)
3B 3B 1B 3B 2B 3B: 1 jogos (0,08%)
3B 2B 1B 2B 2B 1B 4B: 1 jogos (0,08%)
2B 1B 1B 2B 4B 3B 1B 1B: 1 jogos (0,08%)
3B 3B 3B 6B: 1 jogos (0,08%)
3B 1B 3B 2B 1B 2B 3B: 1 jogos (0,08%)
4B 1B 1B 1B 3B 2B 3B: 1 jogos (0,08%)
1B 9B 2B 2B 1B: 1 jogos (0,08%)
1B 6B 1B 1B 1B 1B 1B 2B 1B: 1 jogos (0,08%)
1B 2B 4B 3B 5B: 1 jogos (0,08%)
2B 1B 2B 5B 1B 3B 1B: 1 jogos (0,08%)
4B 2B 1B 1B 7B: 1 jogos (0,08%)
2B 1B 1B 5B 1B 1B 1B 3B: 1 jogos (0,08%)
2B 3B 6B 2B 1B 1B: 1 jogos (0,08%)
1B 1B 4B 4B 5B: 1 jogos (0,08%)
1B 3B 2B 1B 3B 3B 2B: 1 jogos (0,08%)
3B 1B 3B 1B 1B 3B 3B: 2 jogos (0,16%)
4B 1B 1B 3B 1B 1B 4B: 1 jogos (0,08%)
8B 2B 1B 1B 1B 2B: 1 jogos (0,08%)
1B 5B 4B 5B: 1 jogos (0,08%)
3B 3B 1B 2B 1B 1B 3B 1B: 1 jogos (0,08%)
1B 1B 3B 1B 2B 1B 3B 3B: 1 jogos (0,08%)
1B 1B 5B 5B 1B 1B 1B: 1 jogos (0,08%)
2B 1B 4B 2B 1B 1B 2B 1B 1B: 1 jogos (0,08%)
1B 3B 3B 4B 4B: 1 jogos (0,08%)
1B 1B 3B 5B 5B: 1 jogos (0,08%)
2B 1B 1B 2B 1B 1B 7B: 1 jogos (0,08%)
2B 4B 1B 1B 1B 3B 3B: 1 jogos (0,08%)
1B 3B 2B 1B 4B 2B 2B: 1 jogos (0,08%)
1B 1B 3B 2B 1B 7B: 1 jogos (0,08%)
6B 1B 4B 4B: 1 jogos (0,08%)
5B 3B 3B 3B 1B: 1 jogos (0,08%)
1B 4B 4B 2B 3B 1B: 1 jogos (0,08%)
3B 4B 2B 1B 3B 2B: 1 jogos (0,08%)
4B 1B 4B 2B 4B: 1 jogos (0,08%)
8B 2B 1B 4B: 1 jogos (0,08%)
2B 4B 6B 2B 1B: 1 jogos (0,08%)
6B 1B 2B 1B 5B: 1 jogos (0,08%)
2B 2B 2B 6B 1B 2B: 1 jogos (0,08%)
2B 2B 8B 2B 1B: 1 jogos (0,08%)
1B 1B 1B 2B 2B 4B 4B: 1 jogos (0,08%)
7B 3B 2B 3B: 1 jogos (0,08%)
4B 2B 1B 4B 4B: 2 jogos (0,16%)
3B 4B 5B 2B 1B: 1 jogos (0,08%)
2B 1B 2B 7B 3B: 1 jogos (0,08%)
4B 1B 2B 4B 1B 2B 1B: 1 jogos (0,08%)
1B 2B 2B 4B 3B 1B 2B: 1 jogos (0,08%)
1B 1B 3B 2B 2B 2B 2B 2B: 1 jogos (0,08%)
1B 1B 1B 3B 4B 1B 4B: 1 jogos (0,08%)
2B 1B 1B 1B 3B 1B 3B 1B 2B: 1 jogos (0,08%)
1B 2B 1B 5B 1B 1B 2B 2B: 1 jogos (0,08%)
1B 3B 4B 1B 2B 1B 3B: 1 jogos (0,08%)
4B 1B 1B 3B 3B 1B 2B: 1 jogos (0,08%)
